timestamp,beats per minute,data source
2026-04-02T17:08:09Z,84.0,Inspire 3
2026-04-02T17:08:11Z,87.0,Inspire 3
2026-04-02T17:08:13Z,86.0,Inspire 3
2026-04-02T17:08:15Z,98.0,Inspire 3
2026-04-02T17:08:17Z,100.0,Inspire 3
2026-04-02T17:08:19Z,91.0,Inspire 3
2026-04-02T17:08:20Z,100.0,Inspire 3
2026-04-02T17:08:22Z,94.0,Inspire 3
2026-04-02T17:08:24Z,90.0,Inspire 3
2026-04-02T17:08:26Z,101.0,Inspire 3
2026-04-02T17:08:28Z,104.0,Inspire 3
2026-04-02T17:08:30Z,109.0,Inspire 3
2026-04-02T17:08:32Z,121.0,Inspire 3
2026-04-02T17:08:34Z,123.0,Inspire 3
2026-04-02T17:08:36Z,112.0,Inspire 3
2026-04-02T17:08:38Z,125.0,Inspire 3
2026-04-02T17:08:40Z,113.0,Inspire 3
2026-04-02T17:08:43Z,117.0,Inspire 3
2026-04-02T17:08:45Z,118.0,Inspire 3
2026-04-02T17:08:47Z,124.0,Inspire 3
2026-04-02T17:08:49Z,133.0,Inspire 3
2026-04-02T17:08:51Z,142.0,Inspire 3
2026-04-02T17:08:53Z,139.0,Inspire 3
2026-04-02T17:08:55Z,145.0,Inspire 3
2026-04-02T17:08:57Z,150.0,Inspire 3
2026-04-02T17:08:59Z,144.0,Inspire 3
2026-04-02T17:12:49Z,169.0,Inspire 3
2026-04-02T17:12:51Z,168.0,Inspire 3
2026-04-02T17:12:53Z,172.0,Inspire 3
2026-04-02T17:12:55Z,171.0,Inspire 3
2026-04-02T17:12:57Z,158.0,Inspire 3
2026-04-02T17:12:59Z,155.0,Inspire 3
2026-04-02T17:13:01Z,146.0,Inspire 3
2026-04-02T17:13:03Z,139.0,Inspire 3
2026-04-02T17:13:05Z,132.0,Inspire 3
2026-04-02T17:13:07Z,126.0,Inspire 3
2026-04-02T17:13:09Z,122.0,Inspire 3
2026-04-02T17:13:10Z,125.0,Inspire 3
2026-04-02T17:13:12Z,140.0,Inspire 3
2026-04-02T17:13:14Z,121.0,Inspire 3
2026-04-02T17:13:16Z,125.0,Inspire 3
2026-04-02T17:13:18Z,120.0,Inspire 3
2026-04-02T17:13:20Z,115.0,Inspire 3
2026-04-02T17:13:22Z,111.0,Inspire 3
2026-04-02T17:13:24Z,110.0,Inspire 3
2026-04-02T17:13:26Z,99.0,Inspire 3
2026-04-02T17:13:28Z,111.0,Inspire 3
2026-04-02T17:13:30Z,118.0,Inspire 3
2026-04-02T17:13:32Z,109.0,Inspire 3
2026-04-02T17:13:34Z,108.0,Inspire 3
2026-04-02T17:13:35Z,101.0,Inspire 3
2026-04-02T17:13:37Z,110.0,Inspire 3
2026-04-02T17:13:39Z,116.0,Inspire 3
2026-04-02T17:13:41Z,123.0,Inspire 3
2026-04-02T17:13:43Z,105.0,Inspire 3
2026-04-02T17:13:45Z,115.0,Inspire 3
2026-04-02T17:13:47Z,120.0,Inspire 3
2026-04-02T17:13:49Z,95.0,Inspire 3
2026-04-02T17:13:51Z,106.0,Inspire 3
2026-04-02T17:13:53Z,101.0,Inspire 3
2026-04-02T17:13:55Z,97.0,Inspire 3
2026-04-02T17:13:57Z,101.0,Inspire 3
2026-04-02T17:13:58Z,109.0,Inspire 3
2026-04-02T17:14:00Z,102.0,Inspire 3
2026-04-02T17:14:02Z,99.0,Inspire 3
2026-04-02T17:14:04Z,105.0,Inspire 3
2026-04-02T17:14:06Z,99.0,Inspire 3
2026-04-02T17:14:08Z,100.0,Inspire 3
2026-04-02T17:14:10Z,98.0,Inspire 3
2026-04-02T17:14:12Z,94.0,Inspire 3
2026-04-02T17:14:14Z,93.0,Inspire 3
2026-04-02T17:14:16Z,96.0,Inspire 3
2026-04-02T17:14:18Z,93.0,Inspire 3
2026-04-02T17:14:20Z,96.0,Inspire 3
2026-04-02T17:14:22Z,97.0,Inspire 3
2026-04-02T17:14:23Z,95.0,Inspire 3
2026-04-02T17:14:26Z,95.0,Inspire 3
2026-04-02T17:14:27Z,93.0,Inspire 3
2026-04-02T17:14:29Z,92.0,Inspire 3
2026-04-02T18:07:42Z,88.0,Inspire 3
2026-04-02T18:07:44Z,89.0,Inspire 3
2026-04-02T18:11:03Z,106.0,Inspire 3
2026-04-02T18:12:10Z,98.0,Inspire 3
2026-04-02T18:12:12Z,97.0,Inspire 3
2026-04-02T18:12:15Z,97.0,Inspire 3
2026-04-02T18:12:16Z,96.0,Inspire 3
2026-04-02T18:12:18Z,98.0,Inspire 3
2026-04-02T18:13:01Z,98.0,Inspire 3
2026-04-02T18:13:03Z,97.0,Inspire 3
2026-04-02T18:13:05Z,99.0,Inspire 3
2026-04-02T18:13:07Z,98.0,Inspire 3
2026-04-02T18:13:09Z,95.0,Inspire 3
2026-04-02T18:13:11Z,97.0,Inspire 3
2026-04-02T18:13:14Z,97.0,Inspire 3
2026-04-02T18:13:15Z,92.0,Inspire 3
2026-04-02T18:13:17Z,96.0,Inspire 3
2026-04-02T18:13:19Z,95.0,Inspire 3
2026-04-02T18:13:21Z,94.0,Inspire 3
2026-04-02T18:13:22Z,96.0,Inspire 3
2026-04-02T18:13:24Z,88.0,Inspire 3
2026-04-02T18:13:26Z,82.0,Inspire 3
2026-04-02T18:13:28Z,90.0,Inspire 3
